epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,331.109,1.40026,4.59467,1.68295,0,0,0,0,1.30617,4.8055,1.66814,7.12696e-05,7.12696e-05,7.12696e-05
